Inde #,Group,Company Name,Chemistry_Detail,Chemistry,Format,Part #,Cell Status,Cell Shape,Cycle Life,Last Cycle % OF Initial Capacity,vol. Energy Density (Wh/l),grav. Energy Density (Wh/kg),Ma Capacity (AH),Open Circuit Voltage (V),Nominal Voltage (V),Cut Off Voltage (V),Standard Discharge Current (A),Ma Constant Discharge Current (A),Crate_discharge_cyclelife,Weight (gr),Volume (CC),Fast/Quick Charge Current,Standard Charge Current (A),Crate_charge_cyclelife,t_rest_h,Length (mm),Height (mm),Width (mm),Diameter (mm),Jahr,Datenblatt,Sekundärquelle,ID / Date,Anmerkung,Charging Methode,Crate_CV_cutoff,t_cycle_DOD
SDL20211a,SDL20211,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP656194PCMLD,Active,Prismatic,500,80,,,4,4.2,3.7,2.7,0.8,8,0.5,80,37.271,4,0.8,0.5,,94,6.5,61,,2015,,,21.01.2015,,CCCV,,
SDL20211b,SDL20211,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP656194PCMLD,Active,Prismatic,800,80,,,4,4.2,3.7,2.7,0.8,8,0.2,80,37.271,4,0.8,0.2,,94,6.5,61,,2015,,,21.01.2015,,CCCV,,
SDL20223a,SDL20223,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP857062PCMNTCLD ,Active,Prismatic,500,80,,,3.8,4.2,3.7,2.7,0.76,7.6,0.5,71.5,36.89,3.8,0.76,0.5,,70,8.5,62,,2015,,,04.03.2015,,CCCV,,
SDL20223b,SDL20223,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP857062PCMNTCLD ,Active,Prismatic,800,80,,,3.8,4.2,3.7,2.7,0.76,7.6,0.2,71.5,36.89,3.8,0.76,0.2,,70,8.5,62,,2015,,,04.03.2015,,CCCV,,
SDL20224a,SDL20224,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP50100100,Active,Prismatic,500,80,,,4.8,4.2,3.7,2.7,0.96,9.6,0.5,96,50,4.8,0.96,0.5,,100,5,100,,2018,,,02.11.2018,,CCCV,,
SDL20224b,SDL20224,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP50100100,Active,Prismatic,800,80,,,4.8,4.2,3.7,2.7,0.96,9.6,0.2,96,50,4.8,0.96,0.2,,100,5,100,,2018,,,02.11.2018,,CCCV,,
SDL20226,SDL20226,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP61100100,Active,Prismatic,500,80,,,6.8,4.2,3.7,2.7,1.36,13.6,0.5,124,61,6.4,1.36,0.5,,100,6.1,100,,,,,,,CCCV,,
SDL20228a,SDL20228,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP38103122,Active,Prismatic,500,80,,,5.2,4.2,3.7,2.7,1.04,10.4,0.5,104,47.7508,5.2,1.04,0.5,,122,3.8,103,,2014,,,05.11.2014,,CCCV,,
SDL20228b,SDL20228,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP38103122,Active,Prismatic,800,80,,,5.2,4.2,3.7,2.7,1.04,10.4,0.2,104,47.7508,5.2,1.04,0.2,,122,3.8,103,,2014,,,05.11.2014,,CCCV,,
SDL20231,SDL20231,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP55103122,Active,Prismatic,500,80,,,6.6,4.2,3.7,2.7,1.32,13.2,0.5,134,69.113,3.3,1.32,0.5,,122,5.5,103,,,,,,,CCCV,,
SDL20232,SDL20232,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP70103122,Active,Prismatic,500,80,,,8.7,4.2,3.7,2.7,1.74,17.4,0.5,173,87.962,4.1,1.74,0.5,,122,7,103,,,,,,,CCCV,,
SDL20371a,SDL20371,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP6848166,Active,Prismatic,500,80,,,5.2,4.2,3.7,2.7,1.04,10.4,0.5,115,54.1824,5.2,1.04,0.5,,166,6.8,48,,2017,,,28.07.2017,,CCCV,,
SDL20371b,SDL20371,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP6848166,Active,Prismatic,800,80,,,5.2,4.2,3.7,2.7,1.04,10.4,0.2,115,54.1824,5.2,1.04,0.2,,166,6.8,48,,2017,,,28.07.2017,,CCCV,,
SDL20382,SDL20382,Eemb Co,Lithium Cobalt Oide,ambigious  LCO,Pouch,LP8867220,Active,Prismatic,800,80,,,10,4.2,3.7,2.7,2,20,1,200,129.712,10,2,1,,220,8.8,67,,2015,,,03.02.2015,,CCCV,,
SDL20391,SDL20391,ENA,,,Pouch,ENLLM20,Active,Prismatic,400,80,,,20,4.2,3.8,3,4,20,1,550,380.25,20,4,1,,325,7.5,156,,2007,,,PRL0203 ,,CCCV,,
SDL20392,SDL20392,ENA,,,Pouch,ENWLM08,Active,Prismatic,400,80,,,8,4.2,3.8,3,1.66,8,1,220,141.68,8,1.66,1,,161,5.5,160,,2008,,,PRW0201 ,,CCCV,,
SDL20393,SDL20393,ENA,,,Pouch,ENSE36,Active,Prismatic,400,80,,,3.6,4.2,3.7,3,0.72,3.6,1,105,75.68,3.6,0.78,1,,160,5.5,86,,2009,,,PRS0301 ,,CCCV,,
SDL21234,SDL21234,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNK08035130S,Active,Prismatic,1000,80,,,4.9,4.2,3.7,3,0.98,4.9,0.2,90,40.04,4.9,0.98,0.5,,130,8.8,35,,,,,,,CCCV,,80%
SDL21235,SDL21235,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNS08035130S,Active,Prismatic,1000,80,,,4.5,4.2,3.7,3,0.9,4.5,0.5,90,40.04,4.5,0.9,0.5,,130,8.8,35,,,,,,,CCCV,,80%
SDL21236,SDL21236,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNK06035195S,Active,Prismatic,1000,80,,,5,4.2,3.7,3,1,5,0.2,100,40.95,5,1,0.5,,195,6,35,,,,,,,CCCV,,80%
SDL21237,SDL21237,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNS06035195S,Active,Prismatic,1000,80,,,4.6,4.2,3.7,3,0.92,4.6,0.5,100,40.95,4.6,0.92,0.5,,195,6,35,,,,,,,CCCV,,80%
SDL21238,SDL21238,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNK06065108S,Active,Prismatic,500,80,,,5.1,4.2,3.7,3,1.02,5.1,0.5,95,42.12,5.1,1.02,0.5,,108,6,65,,,,,,,CCCV,,80%
SDL21239,SDL21239,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNS06065108S,Active,Prismatic,500,80,,,4.7,4.2,3.7,3,0.94,4.7,0.5,95,42.12,4.7,0.94,0.5,,108,6,65,,,,,,,CCCV,,80%
SDL21240,SDL21240,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNK45065144S,Active,Prismatic,1000,80,,,5,4.2,3.7,3,1,5,0.5,125,42.12,5,1,0.5,,144,4.5,65,,,,,,,CCCV,,80%
SDL21241,SDL21241,Neosonic LiPolymer Energy,Nickel rich,NMC. NCA. NMC/NCA,Pouch,KMBNS45065144S,Active,Prismatic,500,80,,,4.6,4.2,3.7,3,0.92,4.6,0.5,125,42.12,4.6,0.92,0.5,,144,4.5,65,,,,,,,CCCV,,80%
SDL21778,SDL21778,LECLANCHÉ,Nickel rich,NMC,Pouch,904823,Active,Prismatic,500,80,273,125,22,4.2,3.7,3,4.4,66,,650,297.3894,22,4.4,,,157,12.3,154,,,,,Datenblatt_904823_v01_eng.doc,,CCCV,,
SDL22152,SDL22152,GS Yuasa Technology,Nickel rich,NMC,Prismatic,LVP65,Active,Prismatic,500,80,232,101,75,4.2,3.7,3,15,325,,2750,1174.8,75,15,,,178,50,132,,,,,,,CCCV,,
SDL22176a,SDL22176,EAS Batteries,Nickel rich,NCA,Cylindrical,HE602030 NCA 55AH,Active,Cyl,1000,80,,,55,4.2,3.6,3,27.5,110,0.5,1500,573.678,110,11,0.5,,,203,,60,2016,,,Rev. 1.1/1.2,,CCCV,,100%
SDL22176b,SDL22176,EAS Batteries,Nickel rich,NCA,Cylindrical,HE602030 NCA 55AH,Active,Cyl,2000,60,,,55,4.2,3.6,3,27.5,110,0.5,1500,573.678,110,11,0.5,,,203,,60,2016,,,Rev. 1..1/1.2,,CCCV,,80%
SDL22254,SDL22254,Saft,Lithium Iron Phosphate,LFP,Cylindrical,VL 45E FE,Active,Cyl,2500,75,,,44,3.65,3.3,2.5,6.285714286,50,1.2,900,476.1245,25,6.285714286,0.15,,,208,,54,2010,,,,,CCCV,,
SDL22408,SDL22408,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 5U,Active,Cyl,500,80,,,5,4.1,3.65,2,1,2,1,350,158.8055,5,1,1,,,175,,34,2009,,,102.009,,CCCV,,
SDL22470a,SDL22470,EAS Batteries,Nickel rich,NCA,Cylindrical,UHP341440 NCA,Active,Cyl,1000,80,,,7.5,4.2,3.6,3,1.5,75,0.2,320,130.6742,75,3.8,0.2,,,144,,34,2008,,,12.12.2008,,CCCV,,100%
SDL22470b,SDL22470,EAS Batteries,Nickel rich,NCA,Cylindrical,UHP341440 NCA,Active,Cyl,2000,60,,,7.5,4.2,3.6,3,1.5,75,0.2,320,130.6742,75,3.8,0.2,,,144,,34,2008,,,12.12.2008,,CCCV,,80%
SDL23011,SDL23011,Battroni,,,Pouch,LCB8570170EC1,Active,Prismatic,500,70,460,215,12.6,4.2,3.7,3,2.52,25.2,0.5,217,101.15,12.6,2.52,0.5,,170,8.5,70,,2009,,,12.09.2009,,CCCV,,70%
SDL23066a,SDL23066,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP40AHA,Active,Prismatic,5000,80,,,40,3.65,3.3,2.5,12,120,0.5,1500,976.488,120,20,0.5,,183,46,116,,,,,,,CCCV,,80%
SDL23066b,SDL23066,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP40AHA,Active,Prismatic,7000,80,,,40,3.65,3.3,2.5,12,120,0.5,1500,976.488,120,20,0.5,,183,46,116,,,,,,,CCCV,,70%
SDL23067a,SDL23067,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP60AHA,Active,Prismatic,5000,80,,,60,3.65,3.3,2.5,30,180,0.5,2100,1424.045,180,30,0.5,,203,61,115,,,,,,,CCCV,,80%
SDL23067b,SDL23067,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP60AHA,Active,Prismatic,7000,80,,,60,3.65,3.3,2.5,30,180,0.5,2100,1424.045,180,30,0.5,,203,61,115,,,,,,,CCCV,,70%
SDL23068a,SDL23068,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP90AHA,Active,Prismatic,5000,80,,,90,3.65,3.3,2.5,45,270,0.5,2900,1901.614,270,45,0.5,,218,61,143,,,,,,,CCCV,,80%
SDL23068b,SDL23068,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP90AHA,Active,Prismatic,7000,80,,,90,3.65,3.3,2.5,45,270,0.5,2900,1901.614,270,45,0.5,,218,61,143,,,,,,,CCCV,,70%
SDL23069a,SDL23069,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP100AHA,Active,Prismatic,5000,80,,,100,3.65,3.3,2.5,50,300,0.5,3500,1945.9,300,50,0.5,,220,61,145,,,,,,,CCCV,,80%
SDL23069b,SDL23069,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP100AHA,Active,Prismatic,7000,80,,,100,3.65,3.3,2.5,50,300,0.5,3500,1945.9,300,50,0.5,,220,61,145,,,,,,,CCCV,,70%
SDL23070a,SDL23070,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP160AHA,Active,Prismatic,5000,80,,,160,3.65,3.3,2.5,80,480,0.5,5600,3803.8,480,80,0.5,,280,65,209,,,,,,,CCCV,,80%
SDL23070b,SDL23070,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP160AHA,Active,Prismatic,7000,80,,,160,3.65,3.3,2.5,80,480,0.5,5600,3803.8,480,80,0.5,,280,65,209,,,,,,,CCCV,,70%
SDL23071a,SDL23071,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP200AHA,Active,Prismatic,5000,80,,,200,3.65,3.3,2.5,100,600,0.5,7900,5001.1332,600,100,0.5,,362,55.55,248.7,,,,,,,CCCV,,80%
SDL23071b,SDL23071,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP200AHA,Active,Prismatic,7000,80,,,200,3.65,3.3,2.5,100,600,0.5,7900,5001.1332,600,100,0.5,,362,55.55,248.7,,,,,,,CCCV,,70%
SDL23072a,SDL23072,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP260AHA,Active,Prismatic,5000,80,,,260,3.65,3.3,2.5,130,780,0.5,8700,5525.025,780,130,0.5,,362,55.5,275,,,,,,,CCCV,,80%
SDL23072b,SDL23072,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP260AHA,Active,Prismatic,7000,80,,,260,3.65,3.3,2.5,130,780,0.5,8700,5525.025,780,130,0.5,,362,55.5,275,,,,,,,CCCV,,70%
SDL23073a,SDL23073,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP300AHA,Active,Prismatic,5000,80,,,300,3.65,3.3,2.5,150,900,0.5,9500,6147.846,900,150,0.5,,362,55.5,306,,,,,,,CCCV,,80%
SDL23073b,SDL23073,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP300AHA,Active,Prismatic,7000,80,,,300,3.65,3.3,2.5,150,900,0.5,9500,6147.846,900,150,0.5,,362,55.5,306,,,,,,,CCCV,,70%
SDL23074a,SDL23074,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP400AHA,Active,Prismatic,5000,80,,,400,3.65,3.3,2.5,200,1200,0.5,13100,8540.025,1200,200,0.5,,461,65,285,,,,,,,CCCV,,80%
SDL23074b,SDL23074,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP400AHA,Active,Prismatic,7000,80,,,400,3.65,3.3,2.5,200,1200,0.5,13100,8540.025,1200,200,0.5,,461,65,285,,,,,,,CCCV,,70%
SDL23075a,SDL23075,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP700AHA,Active,Prismatic,5000,80,,,700,3.65,3.3,2.5,350,2100,0.5,21000,12854.754,2100,350,0.5,,627,67,306,,,,,,,CCCV,,80%
SDL23075b,SDL23075,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP700AHA,Active,Prismatic,7000,80,,,700,3.65,3.3,2.5,350,2100,0.5,21000,12854.754,2100,350,0.5,,627,67,306,,,,,,,CCCV,,70%
SDL23076a,SDL23076,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP1000AHA,Active,Prismatic,5000,80,,,1000,3.65,3.3,2.5,500,3000,0.5,35000,22631.25,3000,500,0.5,,850,71,375,,,,,,,CCCV,,80%
SDL23076b,SDL23076,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP1000AHA,Active,Prismatic,7000,80,,,1000,3.65,3.3,2.5,500,3000,0.5,35000,22631.25,3000,500,0.5,,850,71,375,,,,,,,CCCV,,70%
SDL23077a,SDL23077,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP1000AHC,Active,Prismatic,5000,80,,,1000,3.65,3.2,2.5,500,3000,0.5,41000,25916.8,3000,500,0.5,,560,130,356,,,,,,,CCCV,,80%
SDL23077b,SDL23077,ThunderSky,Lithium Iron Phosphate,LFP,Prismatic,WBLYP1000AHC,Active,Prismatic,7000,80,,,1000,3.65,3.2,2.5,500,3000,0.5,41000,25916.8,3000,500,0.5,,560,130,356,,,,,,,CCCV,,70%
SDL23220,SDL23220,Optimum Battery Co Ltd,Lithium Iron Phosphate,LFP,Cylindrical,OPT32650F,Active,Cyl,2000,80,,,5,3.65,3.2,2.5,5,10,1,145,54.3698,5,1,1,,,70,,32.2,,,,,,CCCV,,
SDL23256,SDL23256,Chengdu Jianzhong Lithium Battery Company Ltd,Lithium Cobalt Oide,LCO,Cylindrical,ICR26650,Active,Cyl,300,80,,,4,4.2,3.7,3,0.64,4,,90,34.4929,4,0.8,,,,65,,26,2015,,,17.07.2015,,CCCV,,
SDL23257,SDL23257,Kokam,Nickel rich,NMC,Pouch,SLPB11543140H5,Active,Prismatic,800,80,,140,5,4.2,3.7,2.7,2.5,150,1,128,72.5254,10.4,2,1,,142.5,11.7,43.5,,2017,,,,Paper,CCCV,,
SDL23465,SDL23465,Auto Energy Technology Co,Lithium Titanate,LTO,Cylindrical,YT185185185,Active,Cyl,2000,80,,,40,2.7,2.4,1.5,65,120,,1650,902.3575,120,8,,,,380,,55,2013,,,,,CCCV,,
SDL23541,SDL23541,EnerDel. INC,,,Pouch,HEV CELL,Active,Prismatic,1000,80,,,16,4.1,3.6,2.5,3.5,80,,446,293.2776,80,3.5,,,253,6.3,184,,2012,,,24.05.2012,,CCCV,,
SDL23543a,SDL23543,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38120S/L,Active,Cyl,2000,80,,,10,3.65,3.2,2,10,30,1,330,138.2919,20,10,1,,,122,,38,,,,,,CCCV,,
SDL23543b,SDL23543,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38120S/L,Active,Cyl,1500,80,,,10,3.65,3.2,2,10,30,3,330,138.2919,20,10,1,,,122,,38,,,,,,CCCV,,
SDL23544a,SDL23544,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38140S,Active,Cyl,2000,80,,,12,3.65,3.2,2,12,36,1,395,160.9627,24,12,1,,,142,,38,,,,,,CCCV,,
SDL23544b,SDL23544,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38140S,Active,Cyl,1500,80,,,12,3.65,3.2,2,12,36,3,395,160.9627,24,12,1,,,142,,38,,,,,,CCCV,,
SDL23547a,SDL23547,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW40152S,Active,Cyl,2000,80,,,15,3.65,3.2,2,15,45,1,475,207.24,30,7.5,1,,,165,,40,,,,,,CCCV,,
SDL23547b,SDL23547,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW40152S,Active,Cyl,1500,80,,,15,3.65,3.2,2,15,45,3,475,207.24,30,7.5,1,,,165,,40,,,,,,CCCV,,
SDL2494,SDL2494,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VES100,Active,Cyl,500,80,,118,28,4.1,3.6,2.75,2.8,84,,810,423.4761,28,2.8,,,,185,,54,2006,,,,,CCCV,,
SDL2495,SDL2495,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VES140,Active,Cyl,500,80,,126,39,4.1,3.6,2.75,3.9,117,,1130,572.265,39,3.9,,,,250,,54,2006,,,,,CCCV,,
SDL2496,SDL2496,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VES180,Active,Cyl,500,80,,165,50,4.1,3.6,2.75,5,150,,1110,551.2663,50,5,,,,250,,53,2006,,,,,CCCV,,
SDL2500,SDL2500,Saft,Nickel rich,NMC. NCA. NMC/NCA,Prismatic,MP174865,Active,Prismatic,500,70,380,163,5.3,4.2,3.75,2.5,1.1,11,,124,52,5,0.58,,,65,19,48,,2007,,,112.007,,CCCV,,
SDL2502,SDL2502,Saft,Nickel rich,NMC. NCA. NMC/NCA,Prismatic,MP176065,Active,Prismatic,500,70,350,165,6.8,4.2,3.75,2.5,1.4,13.6,,155,73,6.8,0.58,,,65,19.8,61,,2005,,,32.005,,CCCV,,
SDL2503,SDL2503,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 45E,Active,Cyl,500,80,313,149,45,4.1,3.6,2.7,4.5,100,,1070,510,45,4.5,,,,222,,54.3,2005,,,32.005,,CCCV,,
SDL2504,SDL2504,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 41M,Active,Cyl,500,80,285,136,41,4.1,3.6,2.7,4.5,150,0.33,1070,513.8334,41,4.5,0.33,,,222,,54.3,2005,,,32.005,,CCCV,,80%
SDL2505,SDL2505,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 27M,Active,Cyl,500,80,252,124,27,4.1,3.6,2.7,2.7,110,0.33,770,377.274,27,2.7,0.33,,,163,,54.3,2005,,,32.005,,CCCV,,80%
SDL2506,SDL2506,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 7P,Active,Cyl,500,80,131,67,7,4.1,3.6,2.7,0.7,100,,370,191.3398,7,0.7,,,,145,,41,2005,,,32.005,,CCCV,,
SDL2507,SDL2507,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 20P,Active,Cyl,500,80,187,89,20,4.1,3.6,2.7,2,250,,800,373.1168,20,2,,,,163,,54,2005,,,32.005,,CCCV,,
SDL2508,SDL2508,Saft,Nickel rich,NMC. NCA. NMC/NCA,Cylindrical,VL 30P,Active,Cyl,500,80,209,97,30,4.1,3.6,2.7,3,300,,1100,508.1713,30,3,,,,222,,54,2005,,,32.005,,CCCV,,
SDL2524,SDL2524,Quallion LLC,Nickel rich,LNCAO,Prismatic,QL015KA,Active,Prismatic,3000,80,296,142,15,4.2,3.6,2.7,15,15,,380,180.4631,15,1.5,,,88.3,37.5,54.5,,,,,,,CCCV,,
SDL25474,SDL25474,Guangzhou FULLRIVER Battery New Technology Co,Lithium Iron Phosphate,LFP,Cylindrical,32700Fe5400,Active,Cyl,1000,80,,,5.4,3.7,3.2,2,1.08,5.4,,143,58.9668,5.4,1.08,,,,72,,32.3,2012,,,62.012,,CCCV,,
SDL25565,SDL25565,LG Chem,Nickel rich,NMC,Cylindrical,INR18650MJ1,Active,Cyl,400,80,,,3.5,4.2,3.63,2.5,0.68,10,1,49,17.275,3.4,1.7,0.5,,,65,,18.4,2014,,,22.08.2014,,CCCV,0.01,100%
SDL25566,SDL25566,Saft,Nickel rich,NMC. NCA. NMC/NCA,Prismatic,MP174565td,Active,Prismatic,1500,80,246,150,4,4.2,3.65,2.7,0.8,8,0.5,97,56.5779,4,2,0.5,,68.5,18.65,45.3,,2019,,,82.019,,CCCV,,
SDL25567,SDL25567,Saft,Nickel rich,NMC. NCA. NMC/NCA,Prismatic,MP176065td,Active,Prismatic,1500,80,264,150,5.6,4.1,3.65,2.5,1.18,11,0.5,136,77.3081,5.6,1.18,0.5,,68.7,18.6,60.5,,2019,,,42.018,,CCCV,,
SDL25591a,SDL25591,EAS Batteries,Nickel rich,NCA,Cylindrical,HE341440 NCA,Active,Cyl,1000,80,,,10,4.2,3.6,3,1.5,50,0.2,320,130.6742,20,5,0.2,,,144,,34,2011,,,Doc HE 341440 NCA  201113,,CCCV,,
SDL25591b,SDL25591,EAS Batteries,Nickel rich,NCA,Cylindrical,HE341440 NCA,Active,Cyl,2000,60,,,10,4.2,3.6,3,1.5,50,0.2,320,130.6742,20,5,0.2,,,144,,34,2011,,,Doc HE 341440 NCA  201113,,CCCV,,
SDL25608,SDL25608,LG Chem,Nickel rich,NMC,Cylindrical,INR20650 M42,Active,Cyl,400,80,,,4.15,4.2,3.63,2.5,0.804,12,1,58,21.6082,4.02,2.01,0.5,,,65.5,,20.5,2015,,,07.12.2015,,CCCV,0.01,100
SDL25621,SDL25621,Zenlabs / Envia,Nickel rich,NMC,Pouch,ENV35011CRC,Active,Prismatic,450,80,840,350,10.6,4.47,3.65,2.5,2.12,,,111,46.4,,2.12,,,145,5,64,,2015,,,,,CCCV,,
SDL25622,SDL25622,Zenlabs / Envia,Nickel rich,NMC,Pouch,ENV23426P,Active,Prismatic,1000,80,438,234,26.5,4.35,3.69,2.3,8.833333333,26.5,,407,222.75,26.5,8.833333333,,,225,6,165,,2015,,,,,CCCV,,
SDL26864,SDL26864,Lishen,Nickel rich,NCA,Cylindrical,LR2170SC,Active,Cyl,1000,70,,,5,4.2,3.6,2.75,1,10,,70,26.2081,1.5,1,,,,70.9,,21.7,2017,,,26.07.2017,,CCCV,0.02,100%
SDL26865,SDL26865,Lishen,Nickel rich,NCA,Cylindrical,LR2170SF,Active,Cyl,1000,80,618,230,4.5,4.2,3.6,2.5,4.5,13.5,,70,26.7687,5.4,2.25,,,,71.1,,21.9,2019,,,2021,,CCCV,0.02,100%
SDL26872,SDL26872,Amprius / Wui Lead,Lithium Cobalt Oide,LCO  Silicon Nanowire,Pouch,ANW3.6455055,Active,Prismatic,150,80,,,3.6,4.35,3.6,2.75,0.51,1.8,0.2,33,12.375,1.8,0.51,0.2,,55,4.5,50,,2018,,,2018,,CCCV,,
SDL26901,SDL26901,Amprius / Wui Lead,Nickel rich,NMC. NCA. NMC/NCA,Pouch,E485795CH,Active,Prismatic,500,80,,,5,4.4,3.85,3,0.98,5,0.5,65,27.1889,2.45,1,0.5,,96.5,4.9,57.5,,2016,,,AMP/JSSPECA0705,,CCCV,,
SDL26910,SDL26910,Hangzhou Future Power Technology Co,,,Pouch,FT655894P,Active,Prismatic,500,80,,,5.15,4.35,3.8,3,1,2.5,,105,37.8232,2.5,1,,,96.5,6.7,58.5,,,,,Customer Code F0635,,CCCV,,
SDL26913,SDL26913,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 40PS1,Active,Cyl,1000,80,,,4,4.2,3.6,2.5,0.8,35,1,70,24.8494,6,2,1,,,70.3,,21.22,,,,2017,,CCCV,,
SDL26914,SDL26914,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 42 PM,Active,Cyl,250,85,,,4.16,4.2,3.6,2,0.832,35,1,72,24.9759,6,2,1,,,69.8,,21.35,,,,,,CCCV,,
SDL26916,SDL26916,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 52EM,Active,Cyl,350,70,,267.4,5.2,4.2,3.6,2.5,1.05,8,1,70,24.9759,4,1.05,1,,,69.8,,21.35,2017,,,,,CCCV,,
SDL26917,SDL26917,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 52E,Active,Cyl,350,70,,,5.2,4.2,3.6,2.5,1.05,8,1,70,24.9759,4,1.05,1,,,69.8,,21.35,2017,,,,,CCCV,,
SDL26918,SDL26918,Murata,Nickel rich,NCA,Cylindrical,US21700VTC6A,Active,Cyl,500,80,578,,4,4.2,3.6,2,0.8,40,2.5,72.7,25.5189,9,3,1,,,70,,21.55,2021,,,,,CCCV,0.02,
SDL26925,SDL26925,Dongguan KTech New Energy,,NMC. NCA. NMC/NCA,Cylindrical,INR21700P4000mAh,Active,Cyl,500,80,,,4,4.2,3.7,2.75,0.8,12,0.5,68,26.1517,4,0.8,0.5,,,70.1,,21.8,2018,,,12.01.2018,,CCCV,0.02,100%
SDL26944,SDL26944,Yinglong,Lithium Titanate,LTO,Cylindrical,LTO66160H/40Ah,Active,Cyl,16000,80,,,40,2.7,2.3,1.5,40,240,1,1250,547.1136,400,40,1,,,160,,66,2016,,,12.12.2016,,CCCV,,100%
SDL26945,SDL26945,Yinglong,Lithium Titanate,LTO,Cylindrical,35Ah,Active,Cyl,16000,80,,,36.2,2.7,2.3,1.5,35,210,1,1220,547.1136,210,80,1,,,160,,66,2016,,,,,CCCV,,100%
